reviewId,content
b3135ff6-2b48-4268-9fc4-067a17702099,Susah sekali daftar banyak salah sandi. Padahal udah bener.. capekkk daftar nya
3a8a3105-6b2f-46e0-ba02-8555197e0c4c,"INI GIMANA YA!? SAYA PERNAH BUAT AKUN UDAH LAMA, TERUS SAYA UNINSTALL APLIKASI INI DAN SEKARANG SAYA INSTALL DAN LOGIN KE AKUN SAYA YANG LAMA UDAH BISA LOGIN, TAPI SURUH LENGKAPI DATA DIRI GITU DAN DISITU ADA DISURUH ISI NO KTP, SAYA UDAH LENGKAPI DATA DIRI TERMASUK NO KTP SAYA, TAPI PAS SAYA SUBMIT MALAH ADA NOTIF ""NIK SUDAH TERDAFTAR"" ALHASIL SAYA TIDAK BISA IKUT PELATIHAN APAPUN YANG ADA DISITU KARENA NIK SAYA SUDAH TERDAFTAR PADAHAL ITU PAKAI AKUN SAYA YANG LAMA, ANEH BANGETTT, TOLONG SOLUSI"
651f0067-eb15-43e2-8c8f-ccae3e112c59,Mau daftar ga bisa-bisa. Padahal kapasitas hp dan jaringan internet bagus
9784d48b-7b74-44e3-91be-2ce8693a3049,"Pilihan pelatihannya banyak, dan aplikasinya simpel"
c3080303-3cfa-4d3e-921b-6017acd94a89,Aplikasinya bagus banget
44367a90-289a-4dd6-a2bf-0d7467e42a39,Sangat membantu utk menunjang pendidikan & pelatihan
3d5adf53-1679-486f-b5d3-dddc236e4ea9,Aplikasi pemerintah dengan desain UI paling masuk akal
a42a160d-de47-4eea-ab97-c18e2be0ad1e,Sangat mudah digunakan
34a89e3c-1c5f-4806-b9f7-17aba36fa6f8,Bagus untuk belajar
e01280ad-3189-47c2-8cdc-9872b25b0e88,"Akun saya sudah terdaftar dari tahun 2020, namun saat ini (Kamis, 12 Oktober 2023) mau login tidak bisa, ada apa, Min ???"
feb49a5a-e588-4f36-a519-fec661eab4f2,Sangat membantu
9273ed1c-346e-4bcc-8ee2-3771406b2e86,"Digitalent Mobile, aplikasi yang sangat smart"
ee90bba6-e2de-48bc-9d8f-da0114c0a5dd,Sangat bermanfaat untuk Talenta Digital Indonesia
d2ed61f4-35c0-47be-856e-61f188f2e9ff,Aplikasi bagus untuk belajar dan ikut pelatihan yang diminati
0d76e3c1-d9f6-430b-9c5c-e922833a6d59,"Baru isi username udah muncul loading, bikin lama isinya"
1789c060-60ec-4566-ad07-2ed1042823c3,Sangat membantu untuk mencari info pelatihan
7d17af91-f1cb-4c2a-ae03-afceb456c4de,Mudah untuk dijalankan
75e523c7-b34b-4a42-af98-2283a3844b56,koq gak bisa masuk ke menu nya min loading d logo nya mulu yg pas awal?
aa44d0f5-fcc5-4127-baf5-1a51ec1a47d1,"Sangat membantu dan bermanfaat, bisa di buka di mana saja."
57abfa80-ac0a-4708-b7bf-cfb62165bcb9,"Pengin tambah skill, tapi lama updatenya.."
4d0e98d8-bdf9-4273-86a4-3a1017dc470e,"Pertama kali menggunakan, loading trus, gagal koneksi"
fcf927d7-f7ae-4d7d-ad8a-0d749ed3a0af,"Belum sempurna sudah di share kemana mana.., Mau melakukan Daftar aja sulit"
f5e24086-de80-48cc-981a-4b604f57f864,Aplikasinya ngebantu banget buat nyari pelatihan!
0b1e42e3-9af5-4ff6-ab99-3889d4012e39,"Ini gimana aplikasinya gak bisa buat login, tapi kalau lewat web bisa"
ae4d96f0-ee79-4641-803d-893d849868a8,"tolong untuk nomor handphone bisa diubah karena nomor saya ganti sehingga yang lama hilang, ini sangat menggangu karena otp dikirim ke sana"
040f8fbd-2cd5-4c98-9464-2d8f206a164c,Sangat bagus untuk meningkatkan kemampuan digitalisasi
67a24750-cc7b-4a97-86bf-d6d60167dcc3,Mudah penggunaan dan membantu dalam mengikuti pelatihan
87a6084c-d373-4d7b-8067-42c2a7b509f8,Aplikasi sangat baik
00288f63-5fbd-40ee-902f-aa02fa8bd822,Sangat membantu kita mahasiswa dalam mencari atau melatih skill baru
72b6306f-9354-4bff-adf3-ab7e71034a3c,Gabisa masuk ini gagal koneksi terus padahal lancar
9afcdd02-631e-4e3b-8b7f-692c57c3aae9,Pelatihan nya sangat fleksibel dan nyaman
181d12e7-93cd-4af7-9d96-04d9d44665c1,Aplikasi ini sangat membantu para peserta yg mengikuti pelatihan
c4be2b4f-eb61-475a-abbc-4317c34a4883,"Aplikasi yg UMKM banget, mngerti kbutuhan , kesulitan & kendala Jd umkm"
6bb9b021-b668-4ad5-9081-96ccd7641297,Sangat membantu untuk menambah skil
cf341e8e-5a4f-4a1e-a47f-34c3cc7a403b,Sangat bermanfaat bagi para umkm dalam mengembangkan bisnis
21b286f8-387f-43dc-aaa6-cdb0dafa61b4,banyak pengalaman baru dunia digital
3bee8e8b-5b9e-424a-b800-ce5a7c5ff186,Sangat bermanfaat😃
8a3812d7-73cf-4491-b0e4-02ad1d125633,Seharusnya kalian blokir itu game seperti ml pubg ff dll yang hanya banyak mudhorotnya dari pada positifnya .mikir.... otak korupsi.kerjanya yang bener lah ...ya rajin. Apa gak terima!!!
af417013-f87e-4ffb-95fc-8b7e211b99b9,Semoga tahun ini dapat sertifikat. Tahun lalu ikut sampai selesai tp gak dpt sertifikat
0e6fe484-6b51-4e65-aefa-fbce57f1a097,"Sistem masih lemah , LMS tidak bisa diakses"
28484a25-be3f-4a3b-97d0-fdeacef40dc2,Fitur²nya belum sepenuhnya berfungsi
70d93955-0e15-4fbc-a9bb-853abd0fd961,Mudah diakses
5f83e4d5-101f-47a4-b470-a1ae30b0d91c,"Lumayan bagus dan bs membantu pelaku ekraf dlm mengembangkan Usahanya , amg kedepan bs lebih dikembangkan lagi ... Semangat BOLEH LELAH TAPI JANGAN MENYERAH... 😁👍"
231d83a4-3fc3-4a0b-b215-d7c28588e7b3,"tampilan oke, fungsi nya belum di coba"
f42dfbc5-d4fa-45d0-a7ce-b21ad492a770,kenapa enggak bisa di buka ya aplikasinyaa
2247851b-d7a6-4d82-99d5-60d247a30fc4,Mantap dg aplikasi digitalent tambah mudah
33137ad3-62bf-41be-a761-56b942c5ba57,dari kestabilan aplikasinya aja saya udah seneng min🤩
566dbca2-9f78-4001-9320-58a039d5d384,Mau daftar gagal terus. Tulisan muat halaman. Perbaiki ya
6eaa5b98-5c61-44c5-a991-5b4560cbc4ef,"Bagus sih, buat yang butuh aplikasi pelatihan gratis"
fd6d9e82-0fc7-4875-83c4-2de1602d5003,Pelatihan ini bisa meningkatkan literasi digital
06b3e4f1-358b-437f-a02c-9ad7e60beb44,"proses kelulusannya lama, jd susah ikut pelatihan lain"
b1362b1e-d9a1-4e04-947a-4c38c1216729,setelah di download ternyata tidak bisa membuka dn tidak bisa di gunakan sebagai manah mestinya?
4ebd4754-826a-432d-961b-04a618575ca3,"Harapan saya, umur mau 26 tapi belum dapat kerja, minta doanya teman-teman, saya ngga minta muluk-muluk cuma buat hidup sampai 30-60 tahun kedepan udah itu aja terimakasih 🙏🏻"
126710b7-af82-4299-89f8-f178a50330c2,Aplikasi sangat lambat dan sering eror
4dbcb9b0-0c6c-47b3-a952-b5cb461952e2,Sangat membantu sekali dalam mengembangkan kemampuan dan bisnis
